Fase 1 500 paletes layout 1
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
Checking ampl.mod for gurobi_options...
Checking ampl.com for gurobi_options...
Executing AMPL.
processing data.
processing commands.
Executing on prod-exec-4.neos-server.org

226000 variables, all binary
952 constraints, all linear; 452000 nonzeros
	452 equality constraints
	500 inequality constraints
1 linear objective; 219500 nonzeros.

Gurobi 8.1.0: threads=4
Gurobi 8.1.0: optimal solution; objective 422941
140205 simplex iterations
:        _varname[j]  _var[j]    :=
6        'x[1,6]'         1
188413   'x[377,413]'     1
188935   'x[378,435]'     1
189432   'x[379,432]'     1
189919   'x[380,419]'     1
190427   'x[381,427]'     1
190928   'x[382,428]'     1
191436   'x[383,436]'     1
191940   'x[384,440]'     1
192424   'x[385,424]'     1
192945   'x[386,445]'     1
193437   'x[387,437]'     1
193929   'x[388,429]'     1
194441   'x[389,441]'     1
194933   'x[390,433]'     1
195500   'x[391,500]'     1
195998   'x[392,498]'     1
196451   'x[393,451]'     1
196980   'x[394,480]'     1
197470   'x[395,470]'     1
197946   'x[396,446]'     1
198484   'x[397,484]'     1
198999   'x[398,499]'     1
199495   'x[399,495]'     1
199997   'x[400,497]'     1
200475   'x[401,475]'     1
200993   'x[402,493]'     1
201474   'x[403,474]'     1
201673   'x[404,173]'     1
202168   'x[405,168]'     1
202678   'x[406,178]'     1
203185   'x[407,185]'     1
203682   'x[408,182]'     1
204190   'x[409,190]'     1
204718   'x[410,218]'     1
205222   'x[411,222]'     1
205761   'x[412,261]'     1
206256   'x[413,256]'     1
206765   'x[414,265]'     1
207260   'x[415,260]'     1
207785   'x[416,285]'     1
208288   'x[417,288]'     1
208816   'x[418,316]'     1
209289   'x[419,289]'     1
209799   'x[420,299]'     1
210317   'x[421,317]'     1
210840   'x[422,340]'     1
211332   'x[423,332]'     1
211818   'x[424,318]'     1
212335   'x[425,335]'     1
212824   'x[426,324]'     1
213323   'x[427,323]'     1
213864   'x[428,364]'     1
214381   'x[429,381]'     1
214866   'x[430,366]'     1
215369   'x[431,369]'     1
215870   'x[432,370]'     1
216376   'x[433,376]'     1
216859   'x[434,359]'     1
217385   'x[435,385]'     1
217872   'x[436,372]'     1
218363   'x[437,363]'     1
218871   'x[438,371]'     1
219358   'x[439,358]'     1
219877   'x[440,377]'     1
220354   'x[441,354]'     1
220862   'x[442,362]'     1
221401   'x[443,401]'     1
221896   'x[444,396]'     1
222395   'x[445,395]'     1
222887   'x[446,387]'     1
223411   'x[447,411]'     1
223914   'x[448,414]'     1
224421   'x[449,421]'     1
224926   'x[450,426]'     1
225431   'x[451,431]'     1
225923   'x[452,423]'     1
;

:_varname[j] _var[j]    :=
;

