%% YOUR COMMENTS %%%%%%%%%%%%%%%%%%%%%%%
Fase 2 500 paletes layout 1
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
Checking ampl.mod for gurobi_options...
Checking ampl.com for gurobi_options...
Executing AMPL.
processing data.
processing commands.
Executing on prod-exec-1.neos-server.org

226000 variables, all binary
952 constraints, all linear; 452000 nonzeros
	452 equality constraints
	500 inequality constraints
1 linear objective; 219500 nonzeros.

Gurobi 8.1.0: threads=4
Gurobi 8.1.0: optimal solution; objective 167516
172879 simplex iterations
1135 branch-and-cut nodes
:        _varname[j]  _var[j]    :=
158121   'x[317,121]'     1
158625   'x[318,125]'     1
159109   'x[319,109]'     1
159617   'x[320,117]'     1
160117   'x[321,117]'     1
160613   'x[322,113]'     1
161121   'x[323,121]'     1
161630   'x[324,130]'     1
162121   'x[325,121]'     1
162625   'x[326,125]'     1
163117   'x[327,117]'     1
163625   'x[328,125]'     1
164109   'x[329,109]'     1
164609   'x[330,109]'     1
165113   'x[331,113]'     1
165614   'x[332,114]'     1
166118   'x[333,118]'     1
166618   'x[334,118]'     1
167118   'x[335,118]'     1
167630   'x[336,130]'     1
168126   'x[337,126]'     1
168626   'x[338,126]'     1
169130   'x[339,130]'     1
169626   'x[340,126]'     1
170114   'x[341,114]'     1
170635   'x[342,135]'     1
171119   'x[343,119]'     1
171614   'x[344,114]'     1
172127   'x[345,127]'     1
172635   'x[346,135]'     1
173127   'x[347,127]'     1
173632   'x[348,132]'     1
174131   'x[349,131]'     1
174636   'x[350,136]'     1
175131   'x[351,131]'     1
175619   'x[352,119]'     1
176135   'x[353,135]'     1
176619   'x[354,119]'     1
177127   'x[355,127]'     1
177631   'x[356,131]'     1
178124   'x[357,124]'     1
178624   'x[358,124]'     1
179124   'x[359,124]'     1
179628   'x[360,128]'     1
180140   'x[361,140]'     1
180640   'x[362,140]'     1
181136   'x[363,136]'     1
181636   'x[364,136]'     1
182128   'x[365,128]'     1
182628   'x[366,128]'     1
183132   'x[367,132]'     1
183645   'x[368,145]'     1
184141   'x[369,141]'     1
184641   'x[370,141]'     1
185129   'x[371,129]'     1
185637   'x[372,137]'     1
186140   'x[373,140]'     1
186645   'x[374,145]'     1
187137   'x[375,137]'     1
187637   'x[376,137]'     1
188141   'x[377,141]'     1
188634   'x[378,134]'     1
189138   'x[379,138]'     1
189638   'x[380,138]'     1
190129   'x[381,129]'     1
190629   'x[382,129]'     1
191145   'x[383,145]'     1
191638   'x[384,138]'     1
192142   'x[385,142]'     1
192646   'x[386,146]'     1
193150   'x[387,150]'     1
193646   'x[388,146]'     1
194142   'x[389,142]'     1
194650   'x[390,150]'     1
195493   'x[391,493]'     1
195956   'x[392,456]'     1
196496   'x[393,496]'     1
196996   'x[394,496]'     1
197482   'x[395,482]'     1
197649   'x[396,149]'     1
198179   'x[397,179]'     1
198662   'x[398,162]'     1
199156   'x[399,156]'     1
199675   'x[400,175]'     1
200154   'x[401,154]'     1
200983   'x[402,483]'     1
201498   'x[403,498]'     1
